title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate
Rep,Elton,W.,Gallegly,,,R,CA,24,0,M,202-225-5811,202-225-1100,http://www.house.gov/gallegly,http://www.house.gov/writerep,2309 Rayburn House Office Building,G000021,26750,H6CA21028,400144,N00007231,eltongallegly24,http://www.opencongress.org/wiki/Elton_Gallegly,http://youtube.com/usrepeltongallegly,eltongallegly,,,1944-03-07
Rep,Wayne,T.,Gilchrest,,,R,MD,1,0,M,,,http://www.house.gov/gilchrest,,,G000180,26886,H8MD01037,400149,N00002012,,http://www.opencongress.org/wiki/Wayne_Gilchrest,,,,,1946-04-15
Rep,Paul,Eugene,Gillmor,,,R,OH,5,0,M,,,http://gillmor.house.gov,,,G000210,0,H8OH05044,400150,N00003660,,http://www.opencongress.org/wiki/Paul_Gillmor,,,,,1939-02-01
Rep,Virgil,H.,Goode,Jr.,,R,VA,5,0,M,,,http://www.house.gov/goode ,,,G000280,527,H6VA05068,400153,N00002167,,http://www.opencongress.org/wiki/Virgil_Goode,,,,,1946-10-17
Rep,Bob,W.,Goodlatte,,Bob,R,VA,6,1,M,202-225-5431,202-225-9681,http://goodlatte.house.gov/,http://goodlatte.house.gov/contacts/new,2309 Rayburn House Office Building,G000289,27116,H2VA06115,400154,N00009154,RepGoodlatte,http://www.opencongress.org/wiki/Robert_Goodlatte,http://youtube.com/RepBobGoodlatte,6459789414,,,1952-09-22
Rep,Barton,Jennings,Gordon,,Bart,D,TN,6,0,M,,,http://gordon.house.gov,,,G000309,27071,H4TN04015,400155,N00003126,,http://www.opencongress.org/wiki/Bart_Gordon,http://youtube.com/repbartgordon,,,,1949-01-24
Sen,Lindsey,O.,Graham,,,R,SC,Senior Seat,1,M,202-224-5972,202-224-3808,http://www.lgraham.senate.gov,http://lgraham.senate.gov/public/index.cfm?FuseAction=Contact.LandingPage,290 Russell Senate Office Building,G000359,21992,S0SC00149,300047,N00009975,GrahamBlog,http://www.opencongress.org/wiki/Lindsey_Graham,http://youtube.com/USSenLindseyGraham,257937783228,,II,1955-07-09
Rep,Kay,,Granger,,,R,TX,12,1,F,202-225-5071,202-225-5683,http://kaygranger.house.gov,http://kaygranger.house.gov/?sectionid=46&amp;sectiontree=46,1026 Longworth House Office Building,G000377,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,http://youtube.com/RepKayGranger,49640749719,,,1943-01-18
Sen,Charles,E.,Grassley,,Chuck,R,IA,Senior Seat,1,M,202-224-3744,202-224-6020,http://www.grassley.senate.gov,http://www.grassley.senate.gov/contact/contact.cfm,135 Hart Senate Office Building,G000386,53293,S0IA00028,300048,N00001758,ChuckGrassley,http://www.opencongress.org/wiki/Charles_Grassley,http://youtube.com/senchuckgrassley,106480645796,,III,1933-09-17
Rep,Gene,Eugene,Green,,Gene,D,TX,29,1,M,202-225-1688,202-225-9903,http://green.house.gov,http://green.house.gov/contact-me/email-me,2470 Rayburn House Office Building,G000410,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,http://youtube.com/RepGeneGreen,128735131872,,,1947-10-17
Sen,Judd,A.,Gregg,,,R,NH,Senior Seat,0,M,,,http://gregg.senate.gov/,,,G000445,53321,S2NH00025,300049,N00000444,,http://www.opencongress.org/wiki/Judd_Gregg,,,,III,1947-02-14
Rep,Luis,V.,Gutiérrez,,,D,IL,4,1,M,202-225-8203,202-225-7810,http://gutierrez.house.gov,http://www.house.gov/writerep,2408 Rayburn House Office Building,G000535,26841,H2IL08039,400163,N00004874,LuisGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,http://youtube.com/repluisgutierrez,91052833204,,,1953-12-10
Rep,Charles,A.,Gonzalez,,Charlie,D,TX,20,0,M,202-225-3236,202-225-1915,http://gonzalez.house.gov,http://www.gonzalez.house.gov/index.php?option=com_content&task=view&id=170,1436 Longworth House Office Building,G000544,25445,H8TX20077,400152,N00005960,TX20CharlieG,http://www.opencongress.org/wiki/Charles_Gonzalez,http://youtube.com/charlesagonzalez,55174583605,,,1945-05-05
Rep,Sam,B.,Graves,,Sam,R,MO,6,1,M,202-225-7041,202-225-8221,http://graves.house.gov,http://graves.house.gov/contact-sam/,1415 Longworth House Office Building,G000546,9425,H0MO06073,400158,N00013323,,http://www.opencongress.org/wiki/Samuel_Graves,,118514606128,,,1963-11-07
Rep,Scott,,Garrett,,,R,NJ,5,1,M,202-225-4465,202-225-9048,http://garrett.house.gov,http://garrett.house.gov/contact-me/email-me,2232 Rayburn House Office Building,G000548,4430,H8NJ05052,400145,N00000743,RepGarrett,http://www.opencongress.org/wiki/E._Scott_Garrett,http://youtube.com/repscottgarrett,6756553401,,,1959-07-09
Rep,Jim,,Gerlach,,,R,PA,6,1,M,202-225-4315,202-225-8440,http://gerlach.house.gov,http://www.house.gov/writerep,2442 Rayburn House Office Building,G000549,5226,H2PA06114,400147,N00025025,JimGerlach,http://www.opencongress.org/wiki/Jim_Gerlach,http://youtube.com/RepJimGerlach,123113211050305,,,1955-02-25
Rep,Phil,,Gingrey,,,R,GA,11,1,M,202-225-2931,202-225-2944,http://gingrey.house.gov/,http://www.house.gov/formgingrey/IMA/issue.htm,442 Cannon House Office Building,G000550,17644,H2GA11149,400151,N00024760,RepPhilGingrey,http://www.opencongress.org/wiki/Phil_Gingrey,http://youtube.com/RepPhilGingrey,6934467868,,,1942-07-10
Rep,Raúl,M.,Grijalva,,,D,AZ,3,1,M,202-225-2435,202-225-1541,http://grijalva.house.gov,"http://grijalva.house.gov/?sectionid=49&amp;sectiontree=2,49",1511 Longworth House Office Building,G000551,28253,H2AZ07070,400162,N00025284,RepraulGrijalva,http://www.opencongress.org/wiki/Raul_Grijalva,http://youtube.com/raulgrijalvaaz07,73539896233,,,1948-02-19
Rep,Louie,B.,Gohmert,Jr.,Louie,R,TX,1,1,M,202-225-3035,202-226-1230,http://gohmert.house.gov,http://gohmert.house.gov/contact/,2243 Rayburn House Office Building,G000552,50029,H4TX04039,400651,N00026148,RepLouieGohmert,http://www.opencongress.org/wiki/Louis_Gohmert,http://youtube.com/GohmertTX01,50375006903,,,1953-08-18
Rep,Al,,Green,,,D,TX,9,1,M,202-225-7508,202-225-2947,http://www.house.gov/algreen,http://www.house.gov/writerep,2201 Rayburn House Office Building,G000553,49680,H4TX09095,400653,N00026686,RepAlGreen,http://www.opencongress.org/wiki/Al_Green,http://youtube.com/RepAlGreen,136237609724391,,,1947-09-01
Rep,Gabrielle,,Giffords,,,D,AZ,8,0,F,,,http://giffords.house.gov,,,G000554,28507,H6AZ08038,412188,N00027829,Rep_Giffords,http://www.opencongress.org/wiki/Gabrielle_Giffords,http://youtube.com/giffords2,GabrielleGiffords,,,1970-06-08
Sen,Kirsten,E.,Gillibrand,,,D,NY,Junior Seat,1,F,202-224-4451,202-225-1168,http://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,412223,N00027658,,http://www.opencongress.org/wiki/Kirsten_Gillibrand,http://youtube.com/KirstenEGillibrand,,,I,1966-12-09
Rep,Alan,,Grayson,,,D,FL,9,1,M,202-225-9889,202-225-9742,http://grayson.house.gov,https://grayson.house.gov/contact/email-me,430 Cannon House Office Building,G000556,68184,H6FL08213,412276,N00028418,,http://www.opencongress.org/wiki/Alan_Grayson,http://youtube.com/repalangrayson,,,,1958-03-13
Rep,Parker,,Griffith,,,R,AL,5,0,M,,,http://griffith.house.gov,,,G000557,60357,H8AL05109,412277,N00029917,,http://www.opencongress.org/wiki/Parker_Griffith,,,,,1942-08-06
Rep,Brett,Brett,Guthrie,,,R,KY,2,1,M,202-225-3501,202-226-2019,http://guthrie.house.gov,http://guthrie.house.gov/contact-brett/,308 Cannon House Office Building,G000558,18829,H8KY02031,412278,N00029675,RepGuthrie,http://www.opencongress.org/wiki/Steven_Guthrie,http://youtube.com/BrettGuthrie,,,,1964-02-18
Rep,John,,Garamendi,,,D,CA,3,1,M,202-225-1880,202-225-5914,http://garamendi.house.gov,http://garamendi.house.gov/contact-me/email-me,2438 Rayburn House Office Building,G000559,29664,H0CA10149,412382,N00030856,RepGaramendi,http://www.opencongress.org/wiki/John_Garamendi,http://youtube.com/garamendiCA10,182567716746,,,1945-01-24
Rep,Tom,Thomas,Graves,Jr.,Tom,R,GA,14,1,M,202-225-5211,202-225-8272,http://tomgraves.house.gov,http://tomgraves.house.gov/contact/,432 Cannon House Office Building,G000560,31969,H0GA09030,412388,N00030788,RepTomGraves,http://www.opencongress.org/wiki/Tom_Graves,http://youtube.com/CongressmanGraves,104548906262119,,,1970-02-03
Sen,Carte,P.,Goodwin,,,D,WV,Junior Seat,0,M,,,,,,G000561,126202,,412389,N00032762,,http://www.opencongress.org/wiki/Carte_Goodwin,,,,I,1974-02-27
Rep,Cory,,Gardner,,,R,CO,4,1,M,202-225-4676,202-225-5870,http://gardner.house.gov,http://gardner.house.gov/contact-me,213 Cannon House Office Building,G000562,30004,H0CO04122,412406,N00030780,RepCoryGardner,http://www.opencongress.org/wiki/Cory_Gardner,http://youtube.com/CongressmanGardner,160924893954206,,,1974-08-22
Rep,Bob,,Gibbs,,,R,OH,7,1,M,202-225-6265,202-225-3394,http://gibbs.house.gov,http://gibbs.house.gov/contact-me/email-me,329 Cannon House Office Building,G000563,45466,H0OH18077,412463,N00031128,RepBobGibbs,http://www.opencongress.org/wiki/Bob_Gibbs,http://youtube.com/RepBobGibbs,191159267565100,,,1954-06-14
Rep,Christopher,P.,Gibson,,,R,NY,19,1,M,202-225-5614,202-225-1168,http://gibson.house.gov,http://gibson.house.gov/contact/,1708 Longworth House Office Building,G000564,127042,H0NY20095,412453,N00031998,RepChrisGibson,http://www.opencongress.org/wiki/Chris_Gibson,http://youtube.com/repchrisgibson,190238567659779,,,1964-05-13
Rep,Paul,A.,Gosar,,,R,AZ,4,1,M,202-225-2315,202-226-9739,http://gosar.house.gov,http://gosar.house.gov/contact-me/email-me,504 Cannon House Office Building,G000565,123491,H0AZ01259,412397,N00030771,RepGosar,http://www.opencongress.org/wiki/Paul_Gosar,http://youtube.com/repgosar,104329699641957,,,1958-11-22
Rep,Trey,,Gowdy,,,R,SC,4,1,M,202-225-6030,202-226-1177,http://gowdy.house.gov,http://gowdy.house.gov/contact/,1404 Longworth House Office Building,G000566,121782,H0SC04257,412473,N00030880,TGowdySC,http://www.opencongress.org/wiki/Trey_Gowdy,http://youtube.com/TGowdySC,143059759084016,,,1964-08-22
Rep,Tim,,Griffin,,,R,AR,2,1,M,202-225-2506,202-225-5903,http://griffin.house.gov,http://griffin.house.gov/contact-me/email-me,1232 Longworth House Office Building,G000567,119213,H0AR02107,412401,N00031297,RepTimGriffin,http://www.opencongress.org/wiki/Tim_Griffin,,,,,1968-08-21
Rep,H.,Morgan,Griffith,,,R,VA,9,1,M,202-225-3861,202- 225-0076,http://morgangriffith.house.gov,http://morgangriffith.house.gov/contact/ContactForm.htm,1108 Longworth House Office Building,G000568,5148,H0VA09055,412485,N00032029,RepMGriffith,http://www.opencongress.org/wiki/Morgan_Griffith,http://youtube.com/RepMorganGriffith,141893975868919,,,1958-03-15
Rep,Michael,G.,Grimm,,,R,NY,11,1,M,202-225-3371,202- 226-1272,http://grimm.house.gov,http://grimm.house.gov/contact-me/email-me,512 Cannon House Office Building,G000569,127075,H0NY13074,412451,N00031401,RepMichaelGrimm,http://www.opencongress.org/wiki/Michael_Grimm,,,,,1970-02-07
Rep,Frank,,Guinta,,,R,NH,1,0,M,202-225-5456,202-225-5822,http://guinta.house.gov/,,1223 Longworth House Office Building,G000570,42946,H0NH01217,412447,N00030801,frankguinta,http://www.opencongress.org/wiki/Frank_Guinta,http://youtube.com/FrankGuintaNH01,repfrankguinta,,,1970-09-26
Rep,Tulsi,,Gabbard,,,D,HI,2,1,F,202-225-4906,202-225-4987,http://gabbard.house.gov,http://gabbard.house.gov/contact/email-me,502 Cannon House Office Building,G000571,129306,H2HI02508,412532,N00033281,TulsiPress,,,392284484191405,,,1981-04-12
Rep,Pete,P.,Gallego,,,D,TX,23,1,M,202-225-4511,210-927-4903,http://gallego.house.gov,http://gallego.house.gov/contact/email-me,431 Cannon House Office Building,G000572,5505,H2TX23124,412577,N00033541,RepPeteGallego,,http://youtube.com/RepPeteGallego,123858487781636,,,1961-12-02
Rep,Joe,,Garcia,,,D,FL,26,1,M,202-225-2778,,http://garcia.house.gov,http://garciaforms.house.gov/email-me/,1440 Longworth House Office Building,G000573,124355,H8FL25015,412530,N00029908,RepJoeGarcia,,http://youtube.com/repjoegarcia,378800468888204,,,1963-10-19
Rep,Ralph,Moody,Hall,,,R,TX,4,1,M,202-225-6673,202-225-3332,http://ralphhall.house.gov/,http://ralphhall.house.gov/contact-us1/,2405 Rayburn House Office Building,H000067,27080,H0TX04037,400165,N00005645,RalphHallPress,http://www.opencongress.org/wiki/Ralph_Hall,,6311458773,,,1923-05-03
Sen,Thomas,,Harkin,,Tom,D,IA,Junior Seat,1,M,202-224-3254,202-224-9369,http://www.harkin.senate.gov,http://www.harkin.senate.gov/contact.cfm,731 Hart Senate Office Building,H000206,53294,S4IA00020,300051,N00004207,SenatorHarkin,http://www.opencongress.org/wiki/Thomas_Harkin,http://youtube.com/SenatorTomHarkin,252422916567,,II,1939-11-19
Rep,Jane,,Harman,,,D,CA,36,0,F,,,http://www.house.gov/harman,,,H000213,26768,H2CA27107,400166,N00006750,RepJaneHarman,http://www.opencongress.org/wiki/Jane_Harman,http://youtube.com/RepJaneHarman,20180373000,,,1945-06-28
Rep,J.,Dennis,Hastert,,Denny,R,IL,14,0,M,,,http://www.house.gov/hastert,,,H000323,26842,H6IL14095,400169,N00004781,,http://www.opencongress.org/wiki/John_Hastert,,,,,1942-01-02
Rep,Alcee,L.,Hastings,Sr.,,D,FL,20,1,M,202-225-1313,202-225-1171,http://www.alceehastings.house.gov,http://alceehastings.house.gov/contact/,2353 Rayburn House Office Building,H000324,26798,H2FL23021,400170,N00002884,,http://www.opencongress.org/wiki/Alcee_Hastings,http://youtube.com/RepAlceeHastings,95696782238,,,1936-09-05
Rep,Doc,,Hastings,,,R,WA,4,1,M,202-225-5816,202-225-3251,http://hastings.house.gov,http://hastings.house.gov/news/email/,1203 Longworth House Office Building,H000329,22318,H2WA04041,400171,N00009157,DocHastings,http://www.opencongress.org/wiki/Doc_Hastings,http://youtube.com/RepDocHastings,7507129675,,,1941-02-07
Sen,Orrin,G.,Hatch,,,R,UT,Senior Seat,1,M,202-224-5251,202-224-6331,http://www.hatch.senate.gov,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,104 Hart Senate Office Building,H000338,53352,S6UT00063,300052,N00009869,SenOrrinHatch,http://www.opencongress.org/wiki/Orrin_Hatch,http://youtube.com/SenatorOrrinHatch,,,I,1934-03-22
Rep,Walter,,Herger,Jr.,Wally,R,CA,2,0,M,202-225-3076,202-225-1740,http://www.house.gov/herger,http://www.house.gov/herger/contact.shtml,242 Cannon House Office Building,H000528,26728,H6CA02010,400176,N00007584,,http://www.opencongress.org/wiki/Walter_Herger,http://youtube.com/RepWallyHerger,106290861103,,,1945-05-20
Rep,Maurice,D.,Hinchey,,,D,NY,22,0,M,202-225-6335,202-226-0774,http://www.house.gov/hinchey,http://www.house.gov/hinchey/contact/zipauth.shtml,2431 Rayburn House Office Building,H000627,26989,H2NY26080,400178,N00001222,mauricehinchey,http://www.opencongress.org/wiki/Maurice_Hinchey,http://youtube.com/RepMauriceHinchey,MauriceHinchey,,,1938-10-27
Rep,Rubén,E.,Hinojosa,Sr.,,D,TX,15,1,M,202-225-2531,202-225-5688,http://www.house.gov/hinojosa,http://www.house.gov/writerep,2262 Rayburn House Office Building,H000636,291,H6TX15055,400179,N00006008,USRepRHinojosa,http://www.opencongress.org/wiki/Ruben_Hinojosa,http://youtube.com/RepRubenHinojosa,402891225161,,,1940-08-20
Rep,David,Lee,Hobson,,Dave,R,OH,7,0,M,,,http://www.house.gov/hobson,,,H000666,27014,H0OH07021,400180,N00003725,,http://www.opencongress.org/wiki/David_Lee_Hobson,,,,,1936-10-17
Rep,Peter,,Hoekstra,,Pete,R,MI,2,0,M,,,http://www.house.gov/hoekstra,,,H000676,26910,H2MI02066,400182,N00004155,petehoekstra,http://www.opencongress.org/wiki/Peter_Hoekstra,http://youtube.com/HoekstraPress,,,,1953-10-30
Rep,Tim,,Holden,,,D,PA,17,0,M,202-225-5546,202-226-0996,http://www.holden.house.gov,http://www.holden.house.gov/contactform_zipcheck.shtml,2417 Rayburn House Office Building,H000712,27042,H2PA06080,400183,N00001469,RepTimHolden,http://www.opencongress.org/wiki/Tim_Holden,,CongressmanTimHolden,,,1957-03-05
Rep,Darlene,,Hooley,,,D,OR,5,0,F,,,http://www.house.gov/hooley,,,H000762,429,H6OR05069,400186,N00007700,,http://www.opencongress.org/wiki/Darlene_Hooley,http://youtube.com/DarleneHooley,,,,1939-04-04
Rep,Steny,H.,Hoyer,,,D,MD,5,1,M,202-225-4131,202-225-4300,http://hoyer.house.gov,https://forms.house.gov/hoyer/webforms/zip_auth.shtm,1705 Longworth House Office Building,H000874,26890,H2MD05155,400189,N00001821,WhipHoyer,http://www.opencongress.org/wiki/Steny_Hoyer,http://youtube.com/LeaderHoyer,282861997886,,,1939-06-14
Rep,Kenny,C.,Hulshof,,,R,MO,9,0,M,,,http://hulshof.house.gov,,,H000948,423,H4MO09046,400190,N00008032,,http://www.opencongress.org/wiki/Kenny_Hulshof,,,,,1958-05-22
Rep,Duncan,L.,Hunter,,,R,CA,52,0,M,,,http://www.house.gov/hunter,,,H000981,26776,H2CA42023,400191,N00006983,duncanhunter ,http://www.opencongress.org/wiki/Duncan_L._Hunter,,,,,1948-05-31
Sen,Kay,Bailey,Hutchison,,,R,TX,Senior Seat,0,F,202-224-5922,202-224-0776,http://hutchison.senate.gov/,http://www.hutchison.senate.gov/?p=email_kay,284 Russell Senate Office Building,H001016,53349,S4TX00086,300054,N00005675,kaybaileyhutch,http://www.opencongress.org/wiki/Kay_Hutchison,http://youtube.com/SenatorHutchison,kaybaileyhutchison,,I,1943-07-22
Sen,Charles,T.,Hagel,,Chuck,R,NE,Senior Seat,0,M,,,http://hagel.senate.gov/,,,H001028,231,S6NE00087,300050,N00005301,,http://www.opencongress.org/wiki/Charles_Hagel,,,,II,1946-10-04
Rep,Robin,C.,Hayes,,Robin,R,NC,8,0,M,,,http://hayes.house.gov,,,H001029,1641,H8NC08042,400172,N00002315,,http://www.opencongress.org/wiki/Robert_Hayes,,,,,1945-08-14
Rep,Baron,P.,Hill,,,D,IN,9,0,M,,,http://baronhill.house.gov,,,H001030,18466,H8IN09032,400177,N00003875,,http://www.opencongress.org/wiki/Baron_Hill,http://youtube.com/CongressmanBaronHill,,,,1953-06-23
Rep,Rush,D.,Holt,Jr.,,D,NJ,12,1,M,202-225-5801,202-225-6025,http://holt.house.gov,https://forms.house.gov/holt/webforms/issue_subscribe.htm,1214 Longworth House Office Building,H001032,22574,H6NJ12144,400184,N00000860,,http://www.opencongress.org/wiki/Rush_Holt,http://youtube.com/RushHolt,,,,1948-10-15
Rep,Michael,M.,Honda,,Mike,D,CA,17,1,M,202-225-2631,202-225-2699,http://www.house.gov/honda,http://honda.house.gov/contactmike.shtml,1713 Longworth House Office Building,H001034,9674,H0CA15148,400185,N00012611,RepMikeHonda,http://www.opencongress.org/wiki/Michael_Honda,http://youtube.com/RepMikeHonda,15675385380,,,1941-06-27
Rep,Jeb,,Hensarling,,,R,TX,5,1,M,202-225-3484,202-226-4888,http://hensarling.house.gov/,https://hensarling.house.gov/contact/email-me.shtml,2228 Rayburn House Office Building,H001036,49827,H2TX05121,400175,N00024922,RepHensarling,http://www.opencongress.org/wiki/Jeb_Hensarling,http://youtube.com/repjebhensarling,7875604788,,,1957-05-29
Rep,Stephanie,,Herseth Sandlin,,,D,SD,0,0,F,,,http://www.house.gov/herseth,,,H001037,48367,H2SD00092,400443,N00024773,,http://www.opencongress.org/wiki/Stephanie_Herseth_Sandlin,http://youtube.com/hersethsandlin,,,,1970-12-03
Rep,Brian,M.,Higgins,,,D,NY,26,1,M,202-225-3306,202-226-0347,http://www.house.gov/higgins,http://higgins.house.gov/contact,2459 Rayburn House Office Building,H001038,23127,H4NY27076,400641,N00027060,RepBrianHiggins,http://www.opencongress.org/wiki/Brian_Higgins,http://youtube.com/CongressmanHiggins,88144056440,,,1959-10-06
Rep,John,J.,Hall,,,D,NY,19,0,M,,,http://johnhall.house.gov,,,H001039,69119,H6NY19144,412222,N00027888,,http://www.opencongress.org/wiki/John_Hall,http://youtube.com/RepJohnHall,,,,1948-07-23
Rep,Phil,G.,Hare,,,D,IL,17,0,M,,,http://hare.house.gov,,,H001040,66451,H6IL17155,412204,N00028234,,http://www.opencongress.org/wiki/Phil_Hare,http://youtube.com/philhareil17,,,,1949-02-21
Sen,Dean,,Heller,,,R,NV,Junior Seat,1,M,202-224-6244,,http://www.heller.senate.gov,http://www.heller.senate.gov/public/index.cfm/contact-form,324 Hart Senate Office Building,H001041,2291,H6NV02164,412218,N00027522,SenDeanHeller,http://www.opencongress.org/wiki/Dean_Heller,http://youtube.com/SenDeanHeller,325751330177,,I,1960-05-10
Sen,Mazie,K.,Hirono,,,D,HI,Junior Seat,1,F,202-224-6361,202-225-4987,http://www.hirono.senate.gov,http://www.hirono.senate.gov/contact,330 Hart Senate Office Building,H001042,1677,H6HI02251,412200,N00028139,MazieHirono,http://www.opencongress.org/wiki/Mazie_Hirono,http://youtube.com/CongresswomanHirono,,,I,1947-11-03
Rep,Paul,W.,Hodes,,,D,NH,2,0,M,,,http://hodes.house.gov,,,H001043,42473,H4NH02175,412220,N00027048,PaulHodes,http://www.opencongress.org/wiki/Paul_Hodes,,,,,1951-03-21
Rep,Deborah,L.,Halvorson,,Debbie,D,IL,11,0,F,,,http://halvorson.house.gov,,,H001044,9531,H8IL11113,412279,N00029377,debbiehalvorson,http://www.opencongress.org/wiki/Deborah_Halvorson,http://youtube.com/repdebbiehalvorson,,,,1958-03-01
Rep,Gregg,,Harper,,,R,MS,3,1,M,202-225-5031,202-225-5797,http://harper.house.gov,http://harper.house.gov/contact-gregg,307 Cannon House Office Building,H001045,101985,H8MS03067,412280,N00029632,GreggHarper,http://www.opencongress.org/wiki/Gregg_Harper,http://youtube.com/congressmanharper,48248435938,,,1956-06-01
